city,Operateur,2G,3G,4G
Saint-Philbert-de-Grand-Lieu,20810,1,0,0
Pacé,20801,0,0,0
Vieux-Boucau-les-Bains,20810,0,1,0
Lahonce,20810,1,1,1
Bruz,20801,1,1,1
Saint-Martin-de-Seignanx,20820,0,1,1
Pacé,20815,0,1,1
Dingé,20801,1,1,0
Talmont-Saint-Hilaire,20820,1,1,1
La Montagne,20815,0,1,1
Talmont-Saint-Hilaire,20810,1,1,1
Talmont-Saint-Hilaire,20815,0,1,1
Saint-Martin-de-Seignanx,20810,1,1,1
Bruz,20820,1,1,1
Sautron,20810,1,1,0
Bourg-des-Comptes,20820,1,1,0
Bourg-des-Comptes,20810,1,0,0
Sautron,20820,1,1,1
Messanges,20801,1,1,1
Vezin-le-Coquet,20815,0,1,1
Vezin-le-Coquet,20801,1,1,0
Vezin-le-Coquet,20810,1,1,1
Vezin-le-Coquet,20820,1,1,1
Grosbreuil,20820,1,1,1
Grosbreuil,20810,1,1,1
Saint-Georges-de-Pointindoux,20820,1,1,1
Saint-Georges-de-Pointindoux,20815,0,1,1
Saint-Georges-de-Pointindoux,20810,1,1,1
Grosbreuil,20815,0,1,1
Grosbreuil,20801,1,1,0
Indre,20801,1,1,1
Vignoc,20820,1,1,1
Bouaye,20801,1,1,0
Bouaye,20801,0,1,0
Bruz,20801,1,1,0
Combourg,20801,1,1,0
Grand-Fougeray,20820,1,1,1
Grand-Fougeray,20815,0,1,1
Grand-Fougeray,20810,1,1,0
Messanges,20810,1,1,0
Grand'Landes,20810,1,1,0
Saint-Martin-de-Seignanx,20820,1,1,1
Saint-Martin-de-Seignanx,20815,0,1,1
Bruz,20810,1,1,1
Sautron,20801,1,1,1
Soustons,20820,1,1,0
Soustons,20810,1,1,0
Soustons,20801,1,1,0
Soustons,20801,1,0,0
Soustons,20801,0,1,0
Aizenay,20801,1,1,1
Aizenay,20810,1,1,0
Bain-de-Bretagne,20810,1,1,0
Bain-de-Bretagne,20815,0,1,1
Vay,20820,1,1,1
Bouaye,20810,1,1,1
Vay,20810,1,1,1
Vay,20815,0,1,0
Saint-Jacques-de-la-Lande,20810,1,1,1
Bruz,20801,0,1,0
Le Vivier-sur-Mer,20820,1,1,1
Le Vivier-sur-Mer,20810,1,1,1
Saint-Philbert-de-Grand-Lieu,20801,1,1,1
Saint-Philbert-de-Grand-Lieu,20815,0,1,1
La Mézière,20810,1,1,0
Saint-Jacques-de-la-Lande,20801,1,1,1
Moliets-et-Maa,20801,1,1,1
Bouguenais,20801,1,1,1
Beaulieu-sous-la-Roche,20801,1,1,1
Bénesse-Maremne,20801,1,1,1
Saint-Jacques-de-la-Lande,20820,1,1,1
Bonnemain,20801,1,1,0
La Grigonnais,20820,1,1,1
La Grigonnais,20810,1,1,1
Sautron,20815,0,1,1
Aizenay,20810,1,1,1
Aizenay,20820,1,1,1
Aizenay,20815,0,1,1
Bruz,20815,0,1,1
Combourg,20810,1,1,1
Jard-sur-Mer,20801,1,1,1
Jard-sur-Mer,20820,1,0,1
Jard-sur-Mer,20810,1,1,0
Combourg,20815,0,1,1
Sautron,20801,1,1,0
Sautron,20810,1,1,1
Bonnemain,20820,1,1,1
Bonnemain,20810,1,1,1
Bonnemain,20815,0,1,1
Saint-Jacques-de-la-Lande,20801,1,1,0
Flamanville,20820,1,1,0
Flamanville,20815,0,1,1
Saint-Jacques-de-la-Lande,20810,1,1,0
Laillé,20820,1,1,0
Saint-Jacques-de-la-Lande,20801,0,0,0
Dol-de-Bretagne,20820,1,1,1
Dol-de-Bretagne,20810,1,1,1
Saint-Herblain,20815,0,1,1
Saint-Herblain,20810,1,1,1
Saint-Herblain,20801,1,1,1
Rennes,20810,1,1,1
Rennes,20815,0,1,1
La Mézière,20801,1,1,0
Saint-Herblain,20820,1,1,1
Rennes,20801,1,1,1
Bénesse-Maremne,20820,1,1,1
Bénesse-Maremne,20810,1,1,1
Bénesse-Maremne,20815,0,1,1
Laillé,20810,1,1,0
Laillé,20801,1,1,1
La Chapelle-des-Fougeretz,20810,1,1,1
Derval,20820,1,1,1
Derval,20810,1,1,1
Derval,20801,1,1,1
Vignoc,20815,0,1,0
Vignoc,20810,1,1,0
Derval,20801,0,0,0
Bouguenais,20815,0,1,1
Bouguenais,20820,1,1,1
Bain-de-Bretagne,20801,0,1,1
La Chevallerais,20801,0,0,1
Rennes,20801,0,1,1
Combourg,20820,1,1,0
Combourg,20801,1,1,1
Chartres-de-Bretagne,20810,1,1,1
Chartres-de-Bretagne,20801,1,1,1
Guipel,20810,1,1,0
Pont-Péan,20820,1,1,1
Pont-Péan,20810,1,1,1
Moliets-et-Maa,20815,0,1,1
Moliets-et-Maa,20820,1,1,1
Moliets-et-Maa,20810,1,1,1
Rennes,20810,0,1,0
Aizenay,20801,1,1,0
Rennes,20801,1,1,0
Urcuit,20815,0,1,1
Urcuit,20820,1,1,1
Marsac-sur-Don,20801,1,1,1
Montgermont,20810,1,1,1
Saint-Aignan-Grandlieu,20801,1,1,1
Montgermont,20801,1,1,0
Montgermont,20820,1,0,0
Saint-Aignan-Grandlieu,20820,0,1,0
Saint-Aignan-Grandlieu,20810,1,1,1
Melesse,20815,0,1,1
Jard-sur-Mer,20801,1,1,0
Héric,20801,1,1,1
Héric,20815,0,1,0
Pont-Péan,20815,0,1,1
Saint-Herblain,20810,0,1,0
Melesse,20820,1,1,1
Saint-Grégoire,20801,1,1,0
Treillières,20801,1,1,1
Treillières,20810,1,1,1
La Hague,20810,1,1,0
Le Rozel,20815,0,1,1
Chartres-de-Bretagne,20801,0,1,0
Saubion,20801,0,1,0
Rennes,20820,1,0,0
Saint-Herblain,20801,0,0,0
Rennes,20820,1,1,1
Briscous,20801,1,1,1
Briscous,20820,1,1,1
Briscous,20810,1,1,0
Bain-de-Bretagne,20810,1,1,1
Bain-de-Bretagne,20820,1,1,1
Héric,20815,0,1,1
Héric,20820,1,1,1
Héric,20810,1,1,0
Dol-de-Bretagne,20801,0,1,0
Saint-Herblain,20801,0,1,1
Treillières,20820,1,1,1
La Chapelle-Palluau,20820,1,1,1
La Chapelle-Palluau,20815,0,1,1
La Chapelle-Palluau,20810,1,1,1
La Dominelais,20810,1,1,0
Sainte-Flaive-des-Loups,20820,1,1,1
Sainte-Flaive-des-Loups,20810,1,1,0
Briscous,20815,0,1,1
Briscous,20810,1,1,1
Dol-de-Bretagne,20815,0,1,1
Saint-Étienne-du-Bois,20820,1,1,1
Saint-Étienne-du-Bois,20810,1,1,1
Dol-de-Bretagne,20801,1,1,1
Saint-Étienne-du-Bois,20815,0,1,1
Héric,20810,1,1,1
Sainte-Flaive-des-Loups,20815,0,1,0
Orvault,20815,0,1,1
Saint-Jacques-de-la-Lande,20815,0,1,1
Legé,20801,1,1,1
Angresse,20810,1,1,1
Angresse,20801,1,1,0
Angresse,20820,1,1,1
Saint-Herblain,20820,0,1,0
Bouguenais,20801,0,1,1
Bouguenais,20810,1,1,1
Orvault,20810,1,1,1
Saint-Herblain,20810,1,0,0
Soustons,20801,1,1,1
Saint-Clément-des-Baleines,20801,1,1,1
Saint-Clément-des-Baleines,20810,1,1,1
Saint-Clément-des-Baleines,20820,1,1,1
Orvault,20820,1,1,1
Orvault,20801,1,1,1
La Chevrolière,20820,1,1,1
La Chevrolière,20801,1,1,1
Noyal-Châtillon-sur-Seiche,20810,1,1,1
Noyal-Châtillon-sur-Seiche,20801,1,1,1
Dingé,20810,1,1,0
Surtainville,20820,1,1,0
Melesse,20801,1,1,1
Legé,20810,1,1,0
Melesse,20810,1,1,1
Ars-en-Ré,20815,0,1,1
Saint-Étienne-du-Bois,20801,1,1,0
Bouguenais,20815,0,1,0
Biaudos,20801,1,1,1
Biaudos,20810,1,1,1
Biaudos,20820,1,1,1
Saint-Herblain,20815,0,1,0
Hasparren,20801,1,1,1
Hasparren,20820,1,1,1
Hasparren,20810,1,1,1
La Limouzinière,20801,1,1,0
La Limouzinière,20815,0,1,0
La Limouzinière,20810,1,1,0
Hasparren,20815,0,1,1
Saint-Grégoire,20810,0,1,0
Nozay,20820,1,1,1
Nozay,20810,1,1,1
Pont-Saint-Martin,20801,1,1,0
Barneville-Carteret,20801,1,1,0
Barneville-Carteret,20820,1,0,1
Saint-Grégoire,20810,1,1,1
Saint-Grégoire,20820,1,1,1
Saint-Grégoire,20815,0,1,1
Jans,20810,1,1,0
Rennes,20801,0,0,1
Orgères,20801,1,1,1
Rennes,20820,0,1,1
Irouléguy,20820,1,1,1
Irouléguy,20815,0,1,1
Irouléguy,20801,1,1,1
Landeronde,20810,1,1,1
Irouléguy,20810,1,1,1
Orvault,20801,0,1,1
Landeronde,20801,1,1,0
Landeronde,20820,1,1,1
Saint-Grégoire,20801,1,1,1
Puceul,20801,1,1,1
Orvault,20810,0,1,1
Bain-de-Bretagne,20815,0,1,0
Bain-de-Bretagne,20801,1,1,1
Dol-de-Bretagne,20810,0,1,0
Tosse,20801,1,1,1
Tosse,20820,1,1,1
Saint-Vincent-sur-Jard,20801,1,1,0
Tosse,20810,1,1,1
Les Pieux,20820,1,1,0
Rennes,20801,0,1,0
Ars-en-Ré,20801,1,1,1
Bouguenais,20801,0,0,0
Nantes,20820,1,1,1
Nantes,20810,1,1,1
Nantes,20815,0,1,1
Nantes,20801,1,1,1
Orgères,20820,1,1,0
Orgères,20801,1,1,0
La Hague,20815,0,1,1
La Hague,20801,1,1,1
Rennes,20801,0,0,0
Noyal-Châtillon-sur-Seiche,20815,0,1,1
Nozay,20815,0,1,1
Rennes,20820,1,1,0
Nozay,20801,1,1,1
Noyal-Châtillon-sur-Seiche,20801,1,1,0
Noyal-Châtillon-sur-Seiche,20820,1,1,0
Epiniac,20801,1,1,0
La Chevrolière,20810,1,1,0
La Chevrolière,20815,0,1,1
Nantes,20801,0,1,1
Saint-Herblain,20801,0,1,0
Crevin,20820,1,1,0
Crevin,20815,0,1,1
Crevin,20810,1,1,0
Crevin,20801,1,1,1
Les Pieux,20801,1,1,0
Bain-de-Bretagne,20820,1,1,0
Lit-et-Mixe,20820,1,1,1
Lit-et-Mixe,20810,1,1,1
Barneville-Carteret,20801,1,1,1
Barneville-Carteret,20810,1,1,0
Treillières,20815,0,1,1
Lit-et-Mixe,20801,1,0,0
Saint-Vincent-de-Tyrosse,20801,1,1,1
Grandchamps-des-Fontaines,20820,1,1,1
Grandchamps-des-Fontaines,20810,1,1,0
Pierreville,20801,1,1,0
Ars-en-Ré,20810,1,1,1
Ars-en-Ré,20820,1,1,1
Pont-Saint-Martin,20820,1,1,1
Bouguenais,20801,1,1,0
Poiroux,20801,1,1,0
Poiroux,20820,1,1,0
Poiroux,20815,0,1,0
Poiroux,20810,1,1,0
Saint-Colomban,20810,1,1,1
Nantes,20801,1,1,0
Les Pieux,20815,0,1,0
Les Pieux,20810,1,1,0
Urt,20801,1,1,1
Urt,20820,1,1,1
Urt,20810,1,1,1
Soustons,20810,1,1,1
Soustons,20820,1,1,1
Soustons,20815,0,1,1
Melesse,20801,1,1,0
Pont-Saint-Martin,20801,1,1,1
Pont-Saint-Martin,20810,1,1,1
Rezé,20801,0,1,1
Rezé,20810,1,1,1
Nantes,20810,0,1,1
Treillières,20815,0,1,0
Treillières,20801,1,1,0
Noyal-Châtillon-sur-Seiche,20820,1,1,1
Pancé,20810,1,1,1
Saint-Jean-de-Marsacq,20810,1,1,1
Orgères,20810,1,1,1
Orgères,20815,0,1,1
Saint-Jean-de-Marsacq,20801,1,1,0
Les Portes-en-Ré,20801,1,1,1
Saint-Jean-de-Marsacq,20820,1,1,1
Nantes,20810,1,0,0
Geneston,20801,1,1,0
Rennes,20810,0,1,1
Saint-Vincent-de-Tyrosse,20801,0,1,0
Rezé,20820,1,1,1
Nantes,20810,1,1,0
Montreuil-sur-Ille,20801,1,1,1
Venansault,20815,0,1,1
Betton,20801,1,1,1
Venansault,20801,1,1,0
Barneville-Carteret,20815,0,1,1
Rezé,20801,1,1,1
Les Portes-en-Ré,20810,1,1,1
Les Portes-en-Ré,20820,1,1,1
Nieul-le-Dolent,20801,1,1,1
Saint-Julien-en-Born,20801,1,1,1
Nantes,20815,0,1,0
Montreuil-sur-Ille,20820,1,1,0
Montreuil-sur-Ille,20810,1,1,0
Léon,20810,1,1,1
Léon,20820,1,1,1
Léon,20801,1,1,1
Nantes,20820,0,1,1
Rezé,20815,0,1,1
La Chevrolière,20801,1,1,0
Saffré,20820,1,1,1
Venansault,20820,1,1,1
Venansault,20810,1,1,1
Saint-Jean-Pied-de-Port,20820,1,1,1
Saffré,20815,0,1,1
Saffré,20801,1,1,1
Saffré,20810,1,1,1
Saint-Jean-Pied-de-Port,20810,1,1,1
Nantes,20801,0,0,1
Azur,20801,1,1,0
La Chapelle-sur-Erdre,20801,0,1,1
Nantes,20820,1,0,1
Saint-Vincent-de-Tyrosse,20810,1,1,1
Betton,20810,1,1,1
Betton,20820,1,1,1
Saint-Vincent-de-Tyrosse,20820,1,1,0
Saint-Vincent-de-Tyrosse,20815,0,1,1
Nantes,20801,0,0,0
Vielle-Saint-Girons,20801,1,1,0
Vielle-Saint-Girons,20820,1,1,1
Vielle-Saint-Girons,20810,1,1,1
Saint-Vincent-de-Tyrosse,20801,1,1,0
Saint-Jean-Pied-de-Port,20801,1,1,1
Nantes,20810,0,1,0
Nantes,20820,0,1,0
Cesson-Sévigné,20810,0,1,0
Chantepie,20810,1,1,1
Chantepie,20815,0,1,1
Avrillé,20801,1,1,1
Avrillé,20815,0,1,1
La Chapelle-sur-Erdre,20810,1,1,1
La Chapelle-sur-Erdre,20801,1,1,1
Nantes,20801,0,1,0
La Chapelle-sur-Erdre,20820,1,1,1
Lusanger,20801,1,1,0
Saint-Avaugourd-des-Landes,20820,1,1,1
Saint-Avaugourd-des-Landes,20810,1,1,1
Cesson-Sévigné,20801,1,1,1
Cuguen,20820,1,1,1
Cuguen,20810,1,1,1
Longeville-sur-Mer,20820,1,1,1
Longeville-sur-Mer,20810,1,1,1
Chantepie,20801,1,1,1
Rezé,20820,1,0,0
La Chapelle-sur-Erdre,20801,1,1,0
La Genétouze,20820,1,1,1
La Genétouze,20810,1,1,1
La Genétouze,20815,0,1,1
Cesson-Sévigné,20810,1,1,1
Cesson-Sévigné,20815,0,1,1
Cesson-Sévigné,20820,1,1,1
Aubigny-Les Clouzeaux,20820,1,1,1
Aubigny-Les Clouzeaux,20810,1,1,1
Rocheservière,20801,1,0,0
Rocheservière,20820,1,1,0
Longeville-sur-Mer,20801,1,1,1
Le Poiré-sur-Vie,20801,1,1,1
Cesson-Sévigné,20801,1,1,0
Chantepie,20820,1,1,1
Chantepie,20801,0,1,1
Nantes,20801,1,0,0
Rezé,20801,1,1,0
Saint-Philbert-de-Bouaine,20801,1,1,0
Les Sorinières,20801,1,1,1
Chevaigné,20801,1,1,0
Chevaigné,20810,1,1,1
Le Poiré-sur-Vie,20820,1,1,1
Saulnières,20801,1,1,1
Le Poiré-sur-Vie,20810,1,1,1
Le Poiré-sur-Vie,20815,0,1,1
Grosville,20820,1,1,0
Grosville,20815,0,1,0
Mimizan,20801,1,1,1
Geneston,20801,1,1,1
Geneston,20815,0,1,1
Saint-Philbert-de-Bouaine,20810,1,1,0
Saint-Philbert-de-Bouaine,20820,1,1,0
Saint-Philbert-de-Bouaine,20815,0,1,1
Cesson-Sévigné,20801,0,1,0
Rocheservière,20810,1,1,0
Les Sorinières,20810,0,1,0
Saint-Martin-de-Hinx,20810,1,1,1
Les Lucs-sur-Boulogne,20810,1,1,0
Saint-Martin-de-Hinx,20801,1,1,1
Saint-Martin-de-Hinx,20815,0,1,1
Saint-Martin-de-Hinx,20820,1,1,1
Mimizan,20820,1,1,1
Mimizan,20810,1,1,1
Mimizan,20815,0,1,1
Les Lucs-sur-Boulogne,20801,1,1,0
Les Lucs-sur-Boulogne,20815,0,1,1
Vern-sur-Seiche,20820,1,1,1
Vern-sur-Seiche,20801,1,1,1
Cesson-Sévigné,20815,0,1,0
Noyal-sous-Bazouges,20820,1,1,0
Noyal-sous-Bazouges,20810,1,1,0
Noyal-sous-Bazouges,20815,0,1,0
Noyal-sous-Bazouges,20801,1,1,0
Les Sorinières,20810,0,1,1
Vern-sur-Seiche,20815,0,1,1
Corps-Nuds,20820,1,1,1
Corps-Nuds,20815,0,1,1
Vern-sur-Seiche,20810,1,1,1
Les Lucs-sur-Boulogne,20820,1,1,1
Les Lucs-sur-Boulogne,20810,1,1,1
Saint-Armel,20810,1,0,0
La Boissière-des-Landes,20820,1,1,1
La Boissière-des-Landes,20810,1,1,1
Loix,20810,1,1,1
Loix,20820,1,1,1
Loix,20801,1,1,1
Saint-Sébastien-sur-Loire,20801,1,1,1
Virandeville,20801,1,1,1
Saint-Sébastien-sur-Loire,20820,1,0,1
Cherbourg-en-Cotentin,20801,1,1,0
Saint-Geours-de-Maremne,20810,0,1,0
Thorigné-Fouillard,20820,1,1,1
Vertou,20810,0,1,0
Thorigné-Fouillard,20815,0,1,1
Thorigné-Fouillard,20810,1,1,1
Thorigné-Fouillard,20801,1,1,0
Vertou,20801,1,1,1
Vertou,20815,0,1,0
Montbert,20810,1,1,0
Saint-Sébastien-sur-Loire,20801,1,1,0
Les Sorinières,20815,0,1,1
Sucé-sur-Erdre,20801,1,1,1
La Tranche-sur-Mer,20810,1,1,0
Sucé-sur-Erdre,20810,1,1,0
La Tranche-sur-Mer,20801,1,1,1
La Tranche-sur-Mer,20815,0,1,1
Les Lucs-sur-Boulogne,20820,1,0,0
Aubigny-Les Clouzeaux,20801,1,1,0
La Hague,20820,1,1,0
Guiche,20820,1,1,1
Guiche,20810,1,1,1
Vertou,20820,0,1,0
Mouilleron-le-Captif,20801,1,1,1
La Couarde-sur-Mer,20801,0,0,0
Mouilleron-le-Captif,20815,0,1,1
Mouilleron-le-Captif,20820,1,1,0
Teillay,20820,1,1,0
Teillay,20810,1,1,0
Teillay,20815,0,1,0
Teillay,20801,1,1,0
Cesson-Sévigné,20820,1,1,0
Montbert,20801,1,1,1
Montbert,20820,1,1,1
Andouillé-Neuville,20820,1,1,1
Andouillé-Neuville,20810,1,1,1
La Couarde-sur-Mer,20810,1,1,1
La Couarde-sur-Mer,20801,1,1,1
La Couarde-sur-Mer,20820,1,1,1
Saint-Aubin-d'Aubigné,20815,0,1,1
Saint-Aubin-d'Aubigné,20810,1,1,0
Saint-Aubin-d'Aubigné,20801,1,1,1
Saint-Aubin-d'Aubigné,20820,1,1,1
Saint-Sébastien-sur-Loire,20810,1,1,1
Les Sorinières,20820,1,1,1
Corps-Nuds,20801,1,1,0
Corps-Nuds,20810,1,1,0
Saint-Sébastien-sur-Loire,20820,1,1,1
Bardos,20820,1,1,1
Carquefou,20810,1,1,1
Bardos,20810,1,1,1
Lit-et-Mixe,20801,1,1,1
Saint-Geours-de-Maremne,20801,1,1,1
Saint-Geours-de-Maremne,20820,1,1,1
Saint-Geours-de-Maremne,20810,1,1,1
Le Bignon,20820,1,0,1
Le Bignon,20810,1,1,0
Le Bignon,20801,1,1,0
La Roche-sur-Yon,20801,1,1,1
Carquefou,20801,0,1,1
Abbaretz,20801,0,1,1
La Roche-sur-Yon,20815,0,1,0
Roz-sur-Couesnon,20820,1,1,1
Roz-sur-Couesnon,20815,0,1,1
Roz-sur-Couesnon,20801,1,1,0
La Roche-sur-Yon,20820,1,1,1
La Roche-sur-Yon,20815,0,1,1
La Roche-sur-Yon,20810,1,1,1
Magescq,20820,1,0,0
Magescq,20815,0,1,1
Carquefou,20801,1,1,1
Carquefou,20810,0,1,1
La Roche-sur-Yon,20801,1,1,0
Roz-sur-Couesnon,20810,1,1,1
Vertou,20810,1,1,1
Vertou,20820,1,1,1
Sainte-Marie-de-Gosse,20810,1,1,1
Sainte-Marie-de-Gosse,20820,1,1,1
Vertou,20815,0,1,1
Linxe,20820,1,1,1
Nort-sur-Erdre,20820,1,1,1
Nort-sur-Erdre,20815,0,1,1
Nort-sur-Erdre,20810,1,1,1
Linxe,20810,1,1,1
Nesmy,20820,1,1,1
Nesmy,20810,1,1,1
Nesmy,20815,0,1,1
Le Bois-Plage-en-Ré,20801,1,1,1
Carquefou,20815,0,1,1
Chasné-sur-Illet,20820,1,1,1
Chasné-sur-Illet,20810,1,1,1
Chasné-sur-Illet,20815,0,1,0
Port-Bail-sur-Mer,20801,1,1,0
Magescq,20801,1,1,1
Carquefou,20820,1,1,1
Moutiers-les-Mauxfaits,20801,1,1,0
Port-Bail-sur-Mer,20810,1,1,0
Magescq,20810,1,1,1
Magescq,20820,1,1,1
Moutiers-les-Mauxfaits,20820,1,1,1
Moutiers-les-Mauxfaits,20815,0,1,1
Moutiers-les-Mauxfaits,20810,1,1,1
Cesson-Sévigné,20801,0,1,1
La Roche-sur-Yon,20810,1,1,0
Saint-Sébastien-sur-Loire,20820,0,1,1
Saint-Georges-d'Oléron,20801,0,1,1
Port-Bail-sur-Mer,20820,1,1,1
Saint-Sébastien-sur-Loire,20815,0,1,0
Nort-sur-Erdre,20801,0,0,0
Nort-sur-Erdre,20801,1,1,1
Sainte-Luce-sur-Loire,20810,1,1,1
Sainte-Luce-sur-Loire,20801,1,1,1
Bazouges-la-Pérouse,20810,1,1,0
Cherbourg-en-Cotentin,20815,0,1,1
Cherbourg-en-Cotentin,20820,1,1,1
Acigné,20820,1,1,1
Acigné,20815,0,1,1
Acigné,20810,1,1,1
Saint-Denis-d'Oléron,20810,1,1,1
Acigné,20801,1,1,0
Cherbourg-en-Cotentin,20810,1,1,0
Saint-Denis-d'Oléron,20820,1,1,1
Sainte-Luce-sur-Loire,20815,0,1,1
Trans-la-Forêt,20801,1,1,1
Saint-Denis-d'Oléron,20801,1,1,1
Saint-Denis-d'Oléron,20815,0,1,1
Vertou,20801,0,1,1
Sainte-Luce-sur-Loire,20810,1,1,0
Saint-Denis-d'Oléron,20810,1,1,0
La Roche-sur-Yon,20820,1,0,0
Saint-Julien-en-Born,20810,1,1,1
Biscarrosse,20801,0,1,1
Saint-Julien-en-Born,20820,1,1,1
Le Poiré-sur-Vie,20820,1,0,0
Bellevigny,20810,1,1,0
Saint-Vincent-des-Landes,20820,1,1,1
Saint-Vincent-des-Landes,20810,1,1,1
Domloup,20801,1,1,1
Domloup,20810,1,1,0
La Tranche-sur-Mer,20820,1,1,1
La Tranche-sur-Mer,20810,0,1,0
Mouilleron-le-Captif,20810,1,1,0
Bellevigny,20815,0,1,1
Bellevigny,20820,1,1,0
Cherbourg-en-Cotentin,20801,1,1,1
Dompierre-sur-Yon,20801,1,1,0
Le Bois-Plage-en-Ré,20820,1,1,1
Le Bois-Plage-en-Ré,20810,1,1,1
Sainte-Luce-sur-Loire,20810,0,1,0
Liffré,20820,1,1,1
Liffré,20801,0,1,0
Liffré,20810,1,1,1
Granville,20801,1,1,1
Bias,20801,1,1,1
Bias,20820,1,1,1
Bias,20810,1,1,1
Biscarrosse,20815,0,1,1
Biscarrosse,20801,1,1,1
Biscarrosse,20810,1,1,1
Biscarrosse,20820,1,1,1
La Roche-sur-Yon,20810,0,1,0
Basse-Goulaine,20810,1,1,0
Basse-Goulaine,20801,1,1,1
Vieillevigne,20810,1,1,1
Vieillevigne,20820,1,1,0
Bellevigny,20801,1,1,1
Saint-Georges-d'Oléron,20801,1,1,1
Saint-Georges-d'Oléron,20810,1,1,1
Bricquebec-en-Cotentin,20801,1,1,1
Bricquebec-en-Cotentin,20810,1,1,0
Lège-Cap-Ferret,20801,1,1,1
Saint-Georges-d'Oléron,20820,1,1,1
La Jonchère,20820,1,1,1
La Jonchère,20810,1,1,1
La Brée-les-Bains,20801,1,1,1
Bidache,20801,1,1,1
Montbert,20801,1,1,0
Angles,20815,0,1,1
Angles,20801,1,1,1
Noyal-sur-Vilaine,20801,0,1,1
La Planche,20801,0,1,1
La Brée-les-Bains,20820,1,1,1
La Brée-les-Bains,20801,1,1,0
La Brée-les-Bains,20810,1,1,1
Vieillevigne,20801,1,1,0
Thouaré-sur-Loire,20815,0,1,1
Lège-Cap-Ferret,20820,1,1,1
Lège-Cap-Ferret,20810,1,1,1
Pleine-Fougères,20820,1,1,0
Lège-Cap-Ferret,20815,0,1,0
Thouaré-sur-Loire,20810,1,1,1
Haute-Goulaine,20801,1,1,1
Saint-Aubin-des-Châteaux,20810,1,1,1
Haute-Goulaine,20810,1,1,1
Saint-Aubin-des-Châteaux,20820,1,1,1
Saint-Martin-de-Ré,20801,1,1,1
Bricquebec-en-Cotentin,20820,1,0,0
Noyal-sur-Vilaine,20820,1,1,1
Mimizan,20820,1,0,0
Bazouges-la-Pérouse,20820,1,1,0
Noyal-sur-Vilaine,20810,1,1,1
Noyal-sur-Vilaine,20815,0,1,1
Noyal-sur-Vilaine,20801,1,1,1
Saint-Vincent-sur-Graon,20820,1,1,1
Saint-Vincent-sur-Graon,20810,1,1,1
Nesmy,20801,1,1,0
Granville,20810,1,1,0
Granville,20820,1,1,1
Castets,20801,1,1,1
Saint-Vincent-des-Landes,20801,1,1,1
Saint-Mars-du-Désert,20801,1,1,0
Janzé,20810,1,1,0
Janzé,20801,1,1,1
Janzé,20820,1,1,1
Janzé,20815,0,1,1
La Planche,20820,1,1,0
La Planche,20815,0,1,1
Lège-Cap-Ferret,20801,0,1,0
Petit-Mars,20810,1,1,1
Petit-Mars,20820,1,1,1
Petit-Mars,20801,1,1,0
Saint-Pierre-d'Oléron,20801,1,1,0
Haute-Goulaine,20820,1,1,1
Haute-Goulaine,20815,0,1,1
Noyal-sur-Vilaine,20801,1,1,0
Saint-Martin-de-Ré,20820,1,1,1
Saint-Martin-de-Ré,20810,1,1,1
Saint-Martin-de-Ré,20815,0,1,1
Thourie,20815,0,1,1
Janzé,20801,1,1,0
Jullouville,20801,1,1,1
Liffré,20815,0,1,0
Liffré,20801,1,1,1
Sens-de-Bretagne,20801,1,1,0
Sens-de-Bretagne,20820,1,1,1
Sens-de-Bretagne,20815,0,1,1
Sens-de-Bretagne,20810,1,1,1
Bretteville-sur-Ay,20801,1,1,1
Agon-Coutainville,20801,1,1,0
Châteaugiron,20815,0,1,1
Châteaugiron,20810,1,1,1
Châteaugiron,20820,1,1,1
Montréverd,20820,1,1,1
Montréverd,20810,1,1,1
Remouillé,20801,1,1,1
Remouillé,20820,1,1,0
Montréverd,20815,0,1,1
Lège-Cap-Ferret,20801,0,1,1
Lège-Cap-Ferret,20815,0,1,1
Châteaugiron,20801,1,1,1
Cherbourg-en-Cotentin,20810,0,1,0
Bélus,20820,1,1,1
Bélus,20810,1,1,1
Bélus,20815,0,1,1
Rives de l'Yon,20820,1,1,1
Rives de l'Yon,20810,1,1,1
Rives de l'Yon,20815,0,1,1
Dompierre-sur-Yon,20820,1,1,1
Dompierre-sur-Yon,20810,1,1,1
Sainte-Eulalie-en-Born,20820,1,1,1
Sainte-Eulalie-en-Born,20810,1,1,1
Sainte-Eulalie-en-Born,20815,0,1,0
Donville-les-Bains,20810,1,1,0
Donville-les-Bains,20801,1,1,1
Thouaré-sur-Loire,20820,1,1,1
Thouaré-sur-Loire,20815,0,1,0
Granville,20815,0,1,1
Thouaré-sur-Loire,20801,1,1,1
Aigrefeuille-sur-Maine,20801,1,1,1
La Ferrière,20820,1,1,1
La Ferrière,20801,1,1,0
La Ferrière,20810,1,1,1
La Ferrière,20815,0,1,1
Gahard,20820,1,1,1
Gahard,20810,1,1,1
Jullouville,20820,1,1,0
Jullouville,20810,1,1,0
Aigrefeuille-sur-Maine,20820,1,1,0
Aigrefeuille-sur-Maine,20815,0,1,1
Jullouville,20815,0,1,0
Saint-Pair-sur-Mer,20820,1,1,1
Saint-Pair-sur-Mer,20815,0,1,1
Saint-Pair-sur-Mer,20801,1,1,1
Saint-Pair-sur-Mer,20810,1,1,0
Lévignacq,20801,1,1,0
Lévignacq,20820,1,1,0
